#TRACK_CODE,#RJ-CODE,#CV_IDS,#TAG_IDS,#SERIES_IDS,#ENG-NAME,#JAP-NAME,#THUMBNAIL,#IMAGES,#AUDIOS,#ADDITIONAL_URLS
19178,RJ276886,"1","1-2-3-4","1","Ripe Woman 12: Another Friend’s Mother","熟れた女12:友だちのお母さん 2人目","1->19178(0)","","2->19178t1",""
46327,RJ320029,"2","19-81-32-60-17-54-91","10","Today’s Call Girl is My Favorite Idol, and She Takes My Virginity!","【KU100】ご奉仕デリヘル呼んだら推しアイドルが来て童貞卒業! ～そんなに私のこと好きだったら……挿れても、いいよ?～","4->46327-0.jpg","4->46327-1.jpg,4->46327-2.jpg","17->46327t1.mp3",""
112526,RJ01165316,"3","19-1-20-12-18-75","","Mr. Onii-san? Me, a boring company slave... A downer-cool daddy, a big-breasted high school girl, and a real baby-making cohabitation life♪","【オホ声×低音JK×パパ活】おに～さん? 冴えない社畜のボクと…ダウナークール系パパ活巨乳JKのガチハメ子作り同棲性活♪","4->112526-0.jpg","4->112526-2.jpg,4->112526-3.mp4","17->112526t1.mp3",""
47463,RJ323107,"30","5-19-81-32-20-18","","Hot Copulation With a Slutty Cosplayer","ドスケベコスプレイヤーと媚び媚び誘惑交尾する話","4->47463-0.jpg","4->47463-1.jpg","17->47463t1.mp3",""
55048,RJ340134,"30","5-19-32-9-60-14-12-13-18","","Intense Fucking with a Sexy JK Idol","ドスケベデカ乳JKアイドルと密着濃厚ラブラブ交尾する話","4->55048-0.jpg","4->55048-1.jpg","17->55048t1.mp3",""
41766,RJ317750,"9-3","5-1-9-12-13-18-67","9","The Gals of the Creampie Club","ヤリサーギャルと中出しサークル活動【フォーリーサウンド】","4->41766-0.jpg","4->41766-1.jpg","17->41766t1.mp3,17->41766B.mp3",""
70267,RJ422821,"2","34-1-36-9-20-64-18-91","9","Maid cafe with sex ~ Please pour your master’s thick semen into the maid’s raw pussy ~","ハメ有りメイド喫茶～ご主人様の濃厚ザーメンをメイドの生ま〇こに注ぎ込んでください～【フォーリーサウンド】","4->70267-0.jpg","4->70267-1.jpg","17->70267t1.mp3",""
46449,RJ322212,"3-9","1-67-9-47-12-104-91-18-23","9","Karaoke Creampies with White-haired Gals","白髪ギャルとの甘々中出しカップルカラオケ生えっち!【フォーリーサウンド】","4->46449-0.jpg","4->46449-1.jpg","17->46449t1.mp3,17->46449B.mp3",""
40878,RJ316229,"2-9","1-89-9-18-13-47-23","9","Summer sex sweet swapping","夏ハメ甘々スワッピング【フォーリーサウンド】","4->40878-0.jpg","4->40878-1.jpg","17->40878t1.mp3,17->40878B.mp3",""
52390,RJ336002,"9-3-2","1-9-12-13-67-23-91","9","Real Time Sex With Cheeky JKs! ~All You Can Cum!~","ナマイキJKとリアルタイムセックス!～時間いっぱい中出ししホーダイ～【フォーリーサウンド】","4->52390-0.jpg","4->52390-1.jpg","17->52390t1.mp3,17->52390B.mp3,17->52390C.mp3",""
112548,RJ01167461,"30","5-77-1-32-71-14-22","7","A fun app where a cool magical girl is forced to please a dirty dick♪","4/1まで限定6大特典&40%オフ!クール魔法少女がチンカス汚ちんぽに媚び媚びご奉仕させられちゃう催○アプリ♪【KU100】","4->112548-0.jpg","4->112548-1.jpg,4->112548-2.jpg,4->112548-3.jpg,4->112548-4.jpg,4->112548-5.jpg","17->112548t1.mp3,4->112548freetalk.mp3,4->112548ex.mp3",""
112438,RJ01027197,"62","5-77-32-6-22-69-18-68-91","","The big kid fox and the loser brother","メ○ガキ狐と負け犬お兄さん","4->112438-0.jpg","4->112438-1.jpg,4->112438-2.jpg","17->112438t1.mp3",""
81731,RJ01041059,"45","34-19-25-6-36-9-37-58-12-13","","Sato, who says her true feelings in a quiet voice, loves your penis.","小声で本音を言う佐藤さんは、あなたのおちんちんが大好き","4->81731-0.jpg","4->81731-1.jpg","17->81731t1.mp3",""
73636,RJ01005988,"116","5-66-32-60-37","","My favorite idol was a bimbo bitch who had lots of sex with her fans.","【微寝取られ】推しのアイドルはファンとセックスしまくりのヤリマンビッチでした","4->73636-0.jpg","4->73636-1.jpg","17->73636t1.mp3,4->73636omake.mp3,4->73636freetalk.mp3",""
32894,RJ295919,"117","19-9-20-29-25-108-18","","The hero was locked up with the milk demon!","勇者は乳魔といっしょにとじこめられた!","4->32894-0.jpg","4->32894-1.jpg,4->32894-2.jpg,4->32894-3.jpg,4->32894-4.jpg","17->32894t1.mp3",""
103413,RJ01088816,"50","77-9-6-95-4","","Widow elf’s sweet seduction service ~ Widow elf who can’t handle her ripe body never wants to let go of the thick, hard cock she saw for the first time in over a hundred years.","【オホ声】未亡人エルフのあまあま誘惑ご奉仕～熟れたカラダを持て余した未亡人エルフは、百年以上ぶりに見た太くて硬いチンポを絶対に離したくないっ【KU100】","4->103413-0.jpg","4->103413-1.jpg","17->103413t1.mp3",""
69967,RJ422483,"118","19-1-6-9-3-4-20","61","Busty MILF Ad-dick-ted to Younger Men ~Raw Sex Lesson~","若ち〇ぽにどハマりする巨乳美ママ 娘のため!?に中出しセックスレッスン【KU100・特典トラック付き】","4->69967-0.jpg","4->69967-1.jpg","17->69967t1.mp3,4->69967omake.mp3",""
99262,RJ01082123,"118-119","19-6-23-3-4-12","61","Busty MILF & Her Daughter’s Sexual Awakening ~Loving Sex Lesson~","巨乳美ママと一緒に娘の性開発 ～母娘から愛される中出し子作りセックスレッスン【KU100】","4->99262-0.jpg","4->99262-1.jpg","17->99262t1.mp3,4->99262freetalk.mp3",""
65028,RJ389516,"9","1-26-36-67-59-58-12-92-18","","A sweaty, dirty black gal who is a bully breaks up with her boyfriend and gets sweaty in reverse rape","いじめっ子の汗臭いドスケベ黒ギャルが彼氏と別れた腹いせに濃厚汗だく逆レイプ","4->65028-0.jpg","4->65028-1.jpg,4->65028-2.jpg","17->65028t1.mp3",""
60374,RJ372765,"9","6-26-36-67-28-12-18","","A room where you can’t leave unless your nipples cum","乳首絶頂しないと出られない部屋","4->60374-0.jpg","4->60374-1.jpg,4->60374-2.jpg,4->60374-3.jpg,4->60374-4.jpg","17->60374t1.mp3",""
98728,RJ01057288,"9","19-49-26-67-28-58-54-12","","Sweaty youthful sex with a lewd gal JK who tempts you while spreading a strong female odor","濃厚なメス臭を撒き散らしながら誘惑してくるドスケベギャルJKと汗だく青春交尾","4->98728-0.jpg","4->98728-1.jpg","17->98728t1.mp3",""
77348,RJ434065,"9","19-1-25-6-67-9-27-47-28-58-12-13-68","62","Chikubi of the dead","チクビ・オブ・ザ・デッド","4->77348-0.jpg","4->77348-1.jpg,4->77348-2.jpg","17->77348t1.mp3",""
76759,RJ01032505,"120","5-32-20-58-29-12-111","","Special sperm extraction! A succubus who can stop time has come to your house!? ~While time is stopped, you are forced to have sex~","特殊搾精!時間を止められるサキュバスが家にやってきた!?～時間停止中に他の人と無理矢理セックスさせられます～","4->76759-0.jpg","4->76759-1.jpg,4->76759-2.jpg","17->76759t1.mp3,4->76759freetalk.mp3",""
111672,RJ01155381,"2","19-6-26-12","63","A sex shop that only has JKs ~Vivacious short beauties have a smell fetish~","JKしかいない風俗店～快活系ショート美女は匂いフェチ～<KU100>","4->111672-0.jpg","4->111672-1.jpg,4->111672-2.jpg","17->111672t1.mp3",""
112472,RJ01144419,"6-35","5-1-58-12-112","14","Immoral club activity guidance ~ “common sense change” service guidance for two girl at once ~","【濃厚ねっとり120分♪】インモラル部活指導～2人まとめて“常識改変”ご奉仕指導～【 前振りなし!ずっと濃厚えっちプレイ♪快楽落ち】[ CV 涼花みなせ/御子柴泉]","4->112472-0.jpg","4->112472-1.jpg","17->112472t1.mp3",""
110568,RJ01136164,"30","19-25-32-14-58-12-24","","Serious junior big breasts JK daycare mom’s doting and pampering sex","【期間限定漫画特典付き!】【オホ声保育】真面目系後輩爆乳JK保育ママの溺愛甘やかしえっち","4->110568-0.jpg","4->110568-1.jpg,4->110568-2.jpg,4->110568-3.jpg,4->110568-4.jpg","17->110568t1.mp3",""
68466,RJ408785,"14","19-1-70-32-46-9-17-102","","Reverse bunny’s lewd boss works for a masturbation company","逆バニーのドスケベ上司はオナホ会社勤務","4->68466-0.jpg","4->68466-1.jpg","17->68466t1.mp3",""
81787,RJ01061760,"3","34-1-9-20-14-58-12-13-18","9","A world where you can have sex with anyone 2","誰とでもセックスしていい世界2【フォーリーサウンド】","4->81787-0.jpg","4->81787-1.jpg","17->81787t1.mp3",""
57305,RJ360638,"9","1-36-9-60-17","9","Maka-chan’s recommendation is Shima〇Koshi only.","makaちゃんの推しま〇こしか勝たん。【フォーリーサウンド】","4->57305-0.jpg","4->57305-1.jpg","17->57305t1.mp3",""
110612,RJ01149104,"14","113-19-1-61-9-75-98-99","","A story about being forced to feel good by a runaway sexaroid.","【マゾ開発】暴走セクサロイドに無理やり気持ちよくさせられちゃう話【ASMR版】","4->110612-0.jpg","4->110612-1.jpg,4->110612-2.jpg,4->110612-3.jpg,4->110612-4.jpg,4->110612-5.jpg,4->110612-6.jpg,4->110612-7.jpg,4->110612-8.jpg,4->110612-9.jpg,4->110612-10.jpg,4->110612-11.jpg,4->110612-12.jpg,4->110612-13.jpg,4->110612-14.jpg,4->110612-15.jpg,4->110612-16.jpg,17->110612-17.mp4,17->110612-18.mp4,17->110612-19.mp4","17->110612t1.mp3",""
69714,RJ419019,"17","6-52-20-41","","About the case where I saw my sister having sex and was given a meat vibrator.","【KU100】姉がガチオナしているところを見ちゃったら、そのまま肉バイブにされた件について","4->69714-0.jpg","4->69714-1.webp","17->69714t1.mp3",""
78636,RJ01035582,"107","5-34-19-1-6-9-27-20-58-12-13","64","I used hypnosis to make an arrogant big-breasted high school girl perform vulgar services. She was so elegant, but she let out a loud, arrogant voice and went crazy.","【KU100】高飛車な爆乳お嬢様JKを催眠でお下品ご奉仕させてみた ～あんなにお上品だったのに野太いオホ声を響かせイキ狂い～","4->78636-0.jpg","4->78636-1.jpg","17->78636t1.mp3,4->78636freetalk.mp3",""
113474,RJ01176763,"39-30-44-14","1-6-9-12-13-23","65","Nipple torture committee 2","乳首責め委員会2","4->113474-0.jpg","4->113474-1.jpg,4->113474-2.jpg,4->113474-3.jpg,4->113474-4.jpg,4->113474-5.jpg","17->113474t1.mp3,17->113474t2.mp3",""
51281,RJ329141,"39-30-44","1-6-9-12-13-23","65","Nipple torture committee","乳首責め委員会","4->51281-0.jpg","4->51281-1.jpg,4->51281-2.jpg,4->51281-3.jpg,4->51281-4.jpg,4->51281-5.jpg,4->51281-6.jpg,4->51281-7.jpg,4->51281-8.jpg,4->51281-9.jpg,4->51281-10.jpg","17->51281t1.mp3,17->51281omake.mp3,17->51281Ryoumiminame.mp3",""
102752,RJ01103771,"14-3","5-34-19-6-23-14-50-25-108","","~Royal Sex~ I became a son-in-law through the kingdom’s lottery... Royal child-making system with two lewd big-breasted sisters of Her Majesty the Queen♪","【Wオホ声×W女王】～ロイヤルおセックス～王国の抽選によりボクは種婿になった…ドスケベ爆乳女王陛下姉妹×2による王室子作り制度♪","4->102752-0.jpg","4->102752-1.jpg","17->102752t1.mp3,4->102752omake.mp3,4->102752freetalk.mp3",""
108434,RJ01138036,"17","1-6-20-29-21","","A succubus girl who keeps playing mischief with her naughty magic has a sexual life dominated by her!","【効果音同時収録で超エッチ♪】エッチな魔法で悪戯ばかりしてくるサキュバス娘に手玉に取られる性活!","4->108434-0.jpg","4->108434-1.jpg,4->108434-2.jpg,4->108434-3.jpg","17->108434t1.mp3,4->108434freetalk.mp3",""
111702,RJ01158066,"17-87","1-6-37-23-22-108","","I was completely defeated by the trap when I was broadcasting extreme flattery and flattery in a naughty trap dungeon!! Until the pussy service in the brothel is confirmed ♪ + Bonus ☆","エッチなトラップダンジョンで超媚び媚び過激配信してたらトラップに完全敗北!! 娼館でのおまんこ奉仕が確定するまで♪+おまけ☆","4->111702-0.jpg","4->111702-1.jpg,4->111702-3.jpg","17->111702t1.mp3,17->111702omake.mp3,17->111702Gojitsu.mp3",""
53912,RJ338424,"121","19-1-46-9-20-35","","Teacher♪ Let’s have sex in a whisper so your mother won’t find out?","【ステルス囁き】先生♪ お母さんにバレないように、ひそひそ声でエッチしよ?【KU100】","4->53912-0.jpg","4->53912-1.jpg","17->53912t1.mp3",""
74264,RJ01006933,"3-121-118","19-1-81-6-9-20-14-63","66","Have you ever slept with a popular cosplayer and woken up in the morning wearing a micro bikini?","人気コスプレイヤーとお泊りして朝からマイクロビキニコスで起こされたことある?","4->74264-0.jpg","4->74264-3.jpg,4->74264-2.jpg,4->74264-1.jpg","17->74264t1.mp3,4->74264freetalk.mp3",""
74260,RJ01006931,"3","19-53-81-46","66","The cosplay of Paco, looking down from the hotel and wearing the costume she wore at the venue, is really impressive.","ホテルから見下ろしながら会場で着てた衣装でするコスプレオフパコは濃いのが出るよね","4->74260-0.jpg","4->74260-1.jpg,4->74260-2.jpg,4->74260-3.jpg,4->74260-4.jpg,4->74260-5.jpg","17->74260t1.mp3",""
75330,RJ01027347,"122","5-19-1-32-6-9-44-64-20-14-7","67","The expressionless maid that suddenly appeared was my favorite masturbator!? ~I’m being sexually processed by a cheeky girl~","突然現れた無表情なメイドは愛用してたオナホだった!?～生意気な女の子に淡々と性処理されちゃいます～","4->75330-0.jpg","4->75330-1.jpg,4->75330-2.jpg,4->75330-3.jpg,4->75330-4.jpg,4->75330-5.jpg,4->75330-6.jpg","17->75330t1.mp3,4->75330freetalk.mp3",""
45505,RJ317793,"53","19-1-6-9-7","","A shy chairwoman of the ethics committee begs for a cock in her lust! ~A sweaty, intimate, erotic encounter with a girl who has fallen into a lust virus~","むっつり風紀委員長のラブラブ発情チンポねだり! ～強制発情ウィルスでおまんこ堕ちした彼女と汗だく密着ドエロ交尾～","4->45505-0.jpg","4->45505-1.jpg","17->45505t1.mp3",""
111058,RJ01152774,"123","5-34-82-32-26-14-38-114","","Even though she is a landmine, she is a good wife and girlfriend who allows me to have sex with her.","地雷系なのにえっぐいプレイも許してくれる良妻彼女との全肯定あまあまえっち【KU100】","4->111058-0.jpg","4->111058-1.jpg,4->111058-2.jpg,4->111058-3.jpg,4->111058-4.jpg,4->111058-5.jpg,4->111058-6.jpg,4->111058-7.jpg,4->111058-8.jpg,4->111058-9.jpg","17->111058t1.mp3",""
111764,RJ01162111,"124","48-34-19-1-68-29","68","The big-breasted succubus girl was hungry, so she squeezed out the thick, sticky semen until she was full.","爆乳サキュバスお姉さんは腹ペコだったので濃厚ドロドロ精液を満腹になるまで搾り取られた話【抱き枕推奨/ファンタジー/中出し】","4->111764-0.jpg","4->111764-1.webp,4->111764-2.webp","17->111764t1.mp3",""
109427,RJ01145115,"21","5-19-86-75","69","Oma◯ pure love service ~ loving close devotion sex with student nun ~","おま◯こ純愛ご奉仕～学生シスターとの慈愛の密着献身えっち～","4->109427-0.jpg","4->109427-1.jpg,4->109427-2.jpg,4->109427-3.jpg,4->109427-4.jpg,17->109427-5.mp4","17->109427t1.mp3",""
113452,RJ01174340,"67","5-11-86-22-75","69","Oma◯ pure love service ~ Joint dedication of happiness with an immature nun ~","おま◯こ純愛ご奉仕～未成熟シスターと幸福の共同献身えっち～【KU100/フォーリー】","4->113452-0.jpg","4->113452-1.jpg,4->113452-2.jpg,4->113452-3.jpg,4->113452-4.jpg,17->113452-5.mp4","17->113452t1.mp3",""
114641,RJ01185774,"105","48-19-1-20-59-63","68","When I was reincarnated in another world, I was raped by the older sister of a big-breasted gravure idol who hates me ~ Creampie sex that won’t end until she get pregnant ~","異世界転生したら俺のことが嫌いな爆乳グラビアアイドルの姉に逆レ〇プされた件～孕むまで終わらない中出し性活～ 【抱き枕推奨/ファンタジー/中出し】","4->114641-0.jpg","4->114641-1.webp,4->114641-2.webp,4->114641-3.webp,4->114641-4.webp","17->114641t1.mp3",""
109148,RJ01148564,"105","48-34-19-1-82-54-108","68","Female brat big-breasted demon There’s no way a human-like person can beat my magical power, right? The result of making the demon who submitted to him understand with silly voice sex","メスガキ系巨乳魔族「人間如きが私の魔力に勝てるわけないでしょwww」服従させた魔族をオホ声セックスで分からせてやった結果【抱き枕推奨/ファンタジー/調教】","4->109148-0.jpg","4->109148-1.webp,4->109148-2.webp","17->109148t1.mp3",""
114571,RJ01173424,"8","34-1-26-14-51-56-115","31","She may seem unfriendly, but she is considerate and a super beautiful wife who gently supports me! ~Business Wife System~","無愛想に見えるけど、思いやりがあって側でそっと支えてくれる超美人な嫁!～ビジネスワイフ制度～","4->114571-0.jpg","4->114571-1.jpg,4->114571-2.jpg,4->114571-3.jpg,4->114571-4.jpg,4->114571-5.jpg","17->114571t1.mp3",""
114228,RJ01168542,"2-30","73-1-32-26-9-12-13-77-75-23","12","A cool, arrogant voice that makes you understand that it’s a gachiona committee member and vulgar and serious climax","【全編ゆるオホ】クールオホ声ガチオナ委員とわからせ下品本気絶頂【限定特典付き】","4->114228-0.jpg","4->114228-1.jpg,17->114228-2.mp4","17->114228t1.mp3",""
109120,RJ01142896,"105","48-19-1-108-20","68","A story about a cool big-breasted wizard and a virgin warrior who are locked in a room where they can’t leave without having sex.","セックスしないと出られない部屋に閉じ込められたクール系巨乳魔法使いと童貞戦士が濃厚ドスケベえっちする話【抱き枕推奨/ファンタジー/処女】","4->109120-0.jpg","4->109120-1.webp,4->109120-2.webp","17->109120t1.mp3",""
114264,RJ01178141,"30","34-19-6-108-26-14-68-25-75-12-13","","Diary of making a lewd interspecies child between me, a human, and a JK with huge breasts from another world♪","【甘オホ声×異世界JK】人間のボクと異世界爆乳JKのドスケベ異種交配子作り日記♪","4->114264-0.jpg","4->114264-1.jpg,4->114264-2.jpg,4->114264-3.jpg,4->114264-4.jpg","17->114264t1.mp3,4->114264omake.mp3,4->114264freetalk.mp3",""
